Date,Title,Review,Rating
14 March 2004,No cop out here,"You frequently walk out of movies feeling somewhat cheated by the production companies desire to have a feel good conclusion. How many movies are quite entertaining until a knee jerk conclusion spoils the rest of the movie. Se7en doesn't suffer this conclusion and thank god Fincher refused to change the ending of the movie.

Somerset (Freeman) is on his final week of police duty when paired with Mills (Pitt). They are allocated to a case that eventually turns out to be John Doe (Spacey) creating his own masterpiece of seven deadly sins. The characters area all given plenty of space to develop during the movie. The contrast between Mills and Somerset at either ends of their police careers is particularly interesting. 9/10
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",7
31 December 2018,An engaging crime thriller,"Detective Lt. William Somerset (Morgan Freeman) is about to retire. He is teamed up with a young new detective David Mills (Brad Pitt). Together they try to find a serial killer who uses the seven deadly sins as his M.O. Meanwhile Mills' wife Tracy (Gwyneth Paltrow) fears for her husband's life and is very depressed.

Dark and depressing but just fascinating. Director David Fincher shots the entire film in dim light and shoves the victims mutilated bodies in our face. The grimness of the tone wears you down but that's appropriate considering the subject matter. No humor either. It all leads to a truly harrowing ending. There was supposed to be a happy ending but they (wisely) chose not to do it. Freeman and Pitt work very well together and both give excellent performances. I even thought Paltrow (who I hate) was good! Kevin Spacey is very good too in a small role.

If you have trouble with blood, gore and disturbing subject matter stay far away from this movie. But if you can handle that, watch this one. It's depressing and unpleasant but riveting.",8
12 January 2009,The Little Film Noir That Couldn't,"I had to give it 5 for the excellent performances given by everyone but Brad Pitt. At first, I gave Mr. Pitt benefit of the doubt that he was aware of some flaws that I was not privy to in the character he was playing. Then I realized he just wasn't giving it his all. The fact that so many other reviewers gave him kudos tells me that intellectually Americans have fallen way behind in what they look for in a film. We truly are just about 'action, action, action' as Marlene Dietrich once said. Maybe that is why foreign film is so much ahead of us. Too many Americans have been raised on 'TV Movie of the Week' and 'Murder She Wrote' as their mother's milk. They simply don't look for nuances in character and personality. Underplaying is much more difficult that overplaying. Mr. Pitt does a ham actor's job of it. This isn't the first time I've witnessed his gross inability to reel in his own personality. He keeps playing Brad Pitt, bad boy of film as if flip dialog and pouting and shouting can make him the next Brando. It's a shame, but the ending fails enormously and I think was predictable. Hitchcock has nothing to worry about even from the grave. Mr. Pitt would make a much better scandal rag subject or part-time male model.",5
29 July 2022,"Feeman to Pitt to Spacey, Triple play!!!","Detective Lt. William Somerset (Morgan Freeman) is about to retire. He is teamed up with a young new detective David Mills (Brad Pitt). Together they try to find a serial killer who uses the seven deadly sins as his M.O. Meanwhile Mills' wife Tracy (Gwyneth Paltrow) fears for her husband's life and is very depressed.

Dark and depressing but just fascinating. Director David Fincher shots the entire film in dim light and shoves the victims mutilated bodies in our face. The grimness of the tone wears you down but that's appropriate considering the subject matter. No humor either. It all leads to a truly harrowing ending. There was supposed to be a happy ending but they (wisely) chose not to do it. Freeman and Pitt work very well together and both give excellent performances. I even thought Paltrow (who I hate) was good! Kevin Spacey is very good too in a small role.

If you have trouble with blood, gore and disturbing subject matter stay far away from this movie. But if you can handle that, watch this one. It's depressing and unpleasant but riveting.",8
14 January 2012,A good thriller,"David Fincher's now-classic neo-noir isn't as shocking as it was 15 years ago, neither in its levels of violence nor in its twisting plot. As serial killer films go, I believe Fincher outdid the achievements of Se7en with the underrated Zodiac - Zodiac's cynical indifference was to me more original and more poignant than Se7en's ominous manipulation. Zodiac's main point was lack of consequence; Se7en pretends to have more consequence than it actually does.

But consequence or not, Se7en remains a perfectly solid thriller, entertaining, gripping and extremely well-crafted. Brad Pitt and Morgan Freeman both give understated but very fitting performances, and the masterful cinematography makes for a very powerful experience, 15 years later. A masterpiece it ain't, but a very good piece of film it certainly is.
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",8
23 April 2020,Near perfection of a crime thriller,"Maybe it took me way too long to get to this movie but at least I was well prepared for what was about to come, not fully though. Se7en is a story of two detectives, played stupendously by Morgan Freeman and Brad Pitt, who lead the investigation of serial murders based on seven deadly sins. For me personally there were never any certain things that are unlawful or forbidden - it is a matter of personal beliefs and values that each individual defines for himself - but this movie has made me look at those from a different point of view. In any case a murder, no matter what its nature and motive are, should not be tolerated and Se7en gives you plenty of grains of wisdom to think about while you try and figure out the murderer's nature and motive. Although at times very depressive and hard to comprehend the movie showcases a vast variety of emotions the main characters are going through - I'd like to especially point out Brad Pitt's character who you vouch for and empathize the most - at times it also shows signs of predictability and lazy writing but despite all that Se7en is no doubt one of the greatest movies of all times in its genre.",9
30 July 2002,Superb thriller!,"This is one of the most expertly structured thrillers I have ever seen. Brad Pitt and Morgan Freeman are great. From writer Andrew Kevin Walker, the writer of the disgustingly terrible 8MM and SLEEPY HOLLOW. This film was much like 8MM as the murderer (whose name is not featured in the opening credits so as to surprise you) seems to have no remorse for what it is that he has done. Andrew Kevin Walker has created a more likable thriller with SE7EN, a film that still shows killing in a very graphic nature, but is not as vulgar or sickening. But, the film is far more violent. The killings are very horrific and disturbing.

Two detectives (Brad Pitt and Morgan Freeman) are on the trail of a killer who uses the seven deadly sins as a calling card on his random murders. The supporting cast includes Gwyneth Paltrow (in a much smaller role than she usually plays), John C. McGinley, Richard Schiff, Kevin Spacey, R. Lee Ermey, Leland Orser, Richard Roundtree, Richard Portnow, and Charles Dutton. Many of the characters that are listed as main ones, have very small parts to play. The film mainly revolves around Freeman and Pitt and the elusive killer. The film was destined to become a classic in the genre. And, it did. SE7EN is one thriller you have to see. SE7EN gets 4/5.",10
3 January 2021,Great film,"Detective Lt. William Somerset (Morgan Freeman) is about to retire. He is teamed up with a young new detective David Mills (Brad Pitt). Together they try to find a serial killer who uses the seven deadly sins as his M.O. Meanwhile Mills' wife Tracy (Gwyneth Paltrow) fears for her husband's life and is very depressed.

Dark and depressing but just fascinating. Director David Fincher shots the entire film in dim light and shoves the victims mutilated bodies in our face. The grimness of the tone wears you down but that's appropriate considering the subject matter. No humor either. It all leads to a truly harrowing ending. There was supposed to be a happy ending but they (wisely) chose not to do it. Freeman and Pitt work very well together and both give excellent performances. I even thought Paltrow (who I hate) was good! Kevin Spacey is very good too in a small role.

If you have trouble with blood, gore and disturbing subject matter stay far away from this movie. But if you can handle that, watch this one. It's depressing and unpleasant but riveting.",8
2 September 2006,seven,"absolutely appreciated the movie upon first viewing and subsequent viewings....however, now after brad pitt's divorce and unseemly behavior with another woman resulting in birth of a child, my appreciation for the actor and movie have been altered. surprising, even to me, the movie does not hold the same significance....i thought i could rise above my personal feelings at brad pitt's apparent lack of integrity without it affecting my feelings for his movie/movies, but i cannot. he, like others, have nosedived in image for me. it makes me very sad, because i enjoyed enjoying success for him, especially after hearing about his climb to stardom, i.e., standing on the street in a chicken suit, etc.
2 out of 3 found this helpful. Was this review helpful? Sign in to vote.
Permalink",
10 October 2018,Not re-watchable,"Detective Lt. William Somerset (Morgan Freeman) is about to retire. He is teamed up with a young new detective David Mills (Brad Pitt). Together they try to find a serial killer who uses the seven deadly sins as his M.O. Meanwhile Mills' wife Tracy (Gwyneth Paltrow) fears for her husband's life and is very depressed.

Dark and depressing but just fascinating. Director David Fincher shots the entire film in dim light and shoves the victims mutilated bodies in our face. The grimness of the tone wears you down but that's appropriate considering the subject matter. No humor either. It all leads to a truly harrowing ending. There was supposed to be a happy ending but they (wisely) chose not to do it. Freeman and Pitt work very well together and both give excellent performances. I even thought Paltrow (who I hate) was good! Kevin Spacey is very good too in a small role.

If you have trouble with blood, gore and disturbing subject matter stay far away from this movie. But if you can handle that, watch this one. It's depressing and unpleasant but riveting.",8
16 February 2009,"not just the ""head in a box movie""","Detective Lt. William Somerset (Morgan Freeman) is about to retire. He is teamed up with a young new detective David Mills (Brad Pitt). Together they try to find a serial killer who uses the seven deadly sins as his M.O. Meanwhile Mills' wife Tracy (Gwyneth Paltrow) fears for her husband's life and is very depressed.

Dark and depressing but just fascinating. Director David Fincher shots the entire film in dim light and shoves the victims mutilated bodies in our face. The grimness of the tone wears you down but that's appropriate considering the subject matter. No humor either. It all leads to a truly harrowing ending. There was supposed to be a happy ending but they (wisely) chose not to do it. Freeman and Pitt work very well together and both give excellent performances. I even thought Paltrow (who I hate) was good! Kevin Spacey is very good too in a small role.

If you have trouble with blood, gore and disturbing subject matter stay far away from this movie. But if you can handle that, watch this one. It's depressing and unpleasant but riveting.",10
20 April 2014,One of my favorite movies,"This movie is really good. First, it has two of my favorite actors: Morgan Freeman and Kevin Spacey so you know it's going to be good. This movie is based on a man's (played by Kevin Spacey) obsession with punishing people who he believes are partaking in one of the seven deadly sins. Morgan Freeman and Brad Pitt play the detectives after him. Gwyneth Paltrow plays the wife to Brad Pitt's character, and while it may seem that she doesn't play a crucial role in the movie, her character turns out to be pivotal in how the end of this movie plays out. I would recommend this movie to anyone who likes movies about serial killers and those who distort the Bible to their own beliefs. If you have a weak stomach, though, then this movies might not be for you. There are a lot of disturbing images and swearing throughout so I would not recommend it for children. Also, parents really do need to use their judgment when it comes to letting their teens watch it. It's rated R for good reason.
1 out of 1 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
7 January 2023,"Seven deadly sins, seven deadly ways to die 8/10","Detective Lt. William Somerset (Morgan Freeman) is about to retire. He is teamed up with a young new detective David Mills (Brad Pitt). Together they try to find a serial killer who uses the seven deadly sins as his M.O. Meanwhile Mills' wife Tracy (Gwyneth Paltrow) fears for her husband's life and is very depressed.

Dark and depressing but just fascinating. Director David Fincher shots the entire film in dim light and shoves the victims mutilated bodies in our face. The grimness of the tone wears you down but that's appropriate considering the subject matter. No humor either. It all leads to a truly harrowing ending. There was supposed to be a happy ending but they (wisely) chose not to do it. Freeman and Pitt work very well together and both give excellent performances. I even thought Paltrow (who I hate) was good! Kevin Spacey is very good too in a small role.

If you have trouble with blood, gore and disturbing subject matter stay far away from this movie. But if you can handle that, watch this one. It's depressing and unpleasant but riveting.",8
20 July 2022,Exceptional movie,"The story is written perfectly. In fact, so perfectly, that neither Gwyneth Paltrow nor even Brad Pitt's bad acting can ruin it a single bit!

Also, watching it in 2022, I felt oddly nostalgic to the endless hours of research in the library. I'm sure I would've felt differently if I had to do it myself back then 😜
1 out of 1 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
23 January 2001,Trashy movie...period.,"This movie is an example of sick and trashy flick but people (who are these people??) obviously think its great. How people managed to find such a dark and no brainer plot wonderful is really beyond me. I was surprised that people like Morgan Freeman, Brad Pitt and Gwyneth Paltrow would be involve in such an in-human violent movie. Not entertaining and definitely not making positive influences for entertainment or society for that matter.
11 out of 45 found this helpful. Was this review helpful? Sign in to vote.
Permalink",1
10 February 2005,Is there a point to this movie?,"First off, I loved it. I'm not trying to say ""this movie is terrible and it has no plot,"" cause that's not the case. Se7en was interesting to watch and had a lot of mind bending situations that made it hard to follow. As long as you focused, you got the gist of it, but I don't see a point to it.

The Seven Deadly Sins are used as a murderer's motives. He believes that these sins are practiced daily, and no one thinks otherwise. Now, he takes revenge on 6 (in a way, 7) people to show that each one is living for a wrong reason and believes that their deaths will have him become notorious as a killer, but in the same way, a hero for showing people the right path.

I gave it a 9 out of 10 because the movie grabbed attention and played it out in a way that made the viewer have to read the killer's mind to follow along. Somewhat like Hannibal Lector. Plus, I loved the beginning credits, amazing camera work.",9
2 January 2021,Absolutely brilliant film,"I'm mainly just writing this review for my own personal collection. But wow, what a film this is.

I remember watching it like 10 years ago and thinking it's good, but fast forward to today where I appreciate films so much more I understand why this film is so highly rated. The plot is great, really gripping from start to finish and the chemistry between the 2 main characters was so good to see.

The film isn't confusing at all, which was one of my main concerns and it wasn't boring at any stage, which is a common problem with a lot of films that surpass the 2 hour mark.

I mentioned it prior, but one of my best things about this film is the connection between Morgan Freeman and Brad Pitt. They both acted the roles unbelievably well and the chemistry just improved throughout and you genuinely felt a bond.

But yeah, fantastic film and I highly recommend if you haven't seen already.",9
18 January 1999,Riveting,"What can I say about this film that hasn't been said time and time again. Everything about this film is first-rate, especially the hugely talented cast. Is it even possible to make a bad movie with Morgan Freeman and Kevin Spacey? The actors hammered home a script that was chilling, disturbing, and altogether memorable in every imaginable way. And then to top it all off, this movie has what is probably the most magnificent ending that I have ever seen. If you can handle the content of this film, then it is truly a must-see.
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
29 June 2011,Where a misanthrope turned sociopath provides seven deadly lessons.,"Detective Lt. William Somerset (Morgan Freeman) is about to retire. He is teamed up with a young new detective David Mills (Brad Pitt). Together they try to find a serial killer who uses the seven deadly sins as his M.O. Meanwhile Mills' wife Tracy (Gwyneth Paltrow) fears for her husband's life and is very depressed.

Dark and depressing but just fascinating. Director David Fincher shots the entire film in dim light and shoves the victims mutilated bodies in our face. The grimness of the tone wears you down but that's appropriate considering the subject matter. No humor either. It all leads to a truly harrowing ending. There was supposed to be a happy ending but they (wisely) chose not to do it. Freeman and Pitt work very well together and both give excellent performances. I even thought Paltrow (who I hate) was good! Kevin Spacey is very good too in a small role.

If you have trouble with blood, gore and disturbing subject matter stay far away from this movie. But if you can handle that, watch this one. It's depressing and unpleasant but riveting.",
21 June 2020,Gritty detective-vs-murderer thriller of high class,"When this movie was new it was all over the press. The hype about a dark and horror-ish thriller was everywhere. But I was too young to see it. Later. I remember seeing some parts of it on tv in the early 2000's but for some reason I never saw it all the way until now.

It's a very good crime thriller with gritty atmosphere, continous suspense, twists and turns. It's probably one of the best films directed by David Fincher. And the actors are very good too. I think this is the moment when Brad Pitt transformed from a pretty teen idol to a more serious actor. Morgan Freeman had more career behind him but also for him this movie was a big spotlight.

The plot is interesting and I get a little bit of Dirty Harry vibes from it, because there's an intelligent and dangerous serial killer on the loose, and the detectives try to outsmart him. That's actually all you need to know. If you like intense crime thrillers, just watch it!",8
28 June 2014,Brilliant,"This film had all the makings to be fantastic, and it delivered perfectly. Pitt and Freeman complimented each other well, and their characters' bonds was believable and real. The only reason i did not feel this was worthy of 10/10 was due to the predictability of the end... no spoilers of course but i did see this coming after about an hour of the film, and although the ending is performed very well, i feel a shock element might have just given this film an edge.

Overall really enjoyable, enough gore without being too disgusting, and smart dialogue that keeps you interested even when it isn't necessarily action packed.
1 out of 1 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
30 March 2011,Geeky Randy's summary,"Superbly crafted mystery about two detectives, one a veteran (Freeman) one a rookie (Pitt), on the hunt for a serial killer inspired by the seven deadly sins. Isn't dated and is an instant classic. Ermey and Paltrow are well-cast as supporting characters. Scary, thrilling, memorable; but predictability is nearby, and even the climatic twist doesn't appear to be as shocking as intended. Some of the characters' back-story (specifically Freeman's) seems to be overly developed and completely unnecessary to the plot at hand. Still a terrific pulls-no-punches crime-thriller that made David Fincher a recognized director, and rightfully so!

***½ (out of four)
0 out of 1 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
15 June 2021,Superb Film. Perverse Story.,"I love good film, and the three (3) pillar stool it sits atop: story, acting, directing. Technically, this film has all three (3), hands down, but I cannot watch it through again - it's just too perverse. Half way through this time I just couldn't stomach any more of the sick, perverse depravity of humans.

Yes, that's a personal reaction to the content, not the film's quality. Here's my usual assessment:

STORY: The story isn't terribly unusual, but it's a very well-crafted serial murder mystery. My chief problem with it is the ""super-villain"" stature of the antagonist - it's simply not plausible. This is a common technique in film, and it's there to ensure the evil minstrel is extremely difficult to catch, and thus the chase endures.

However, here there are enough clues and suspense to keep the viewer pinned, so in that it's a success.

ACTING: Normally, I am not a fan of Brad Pitt. While he tried to stretch his character range in the ""12 Monkeys"" it was a flop in the attempt and in the film as a whole. But here, his personality fits perfect for the role: handsome, impulsive, cocky, and trying to rise to a level he simply isn't suited or ready for. Freeman is, well Freeman. I wish he'd do some stretching himself, but there wasn't another actor I would have chosen for the role - perfect. All other cast members fit just fine.

TEMPO: An excellent pace to the film. No complaints (surprise).

CINEMATOGRAPHY: The scenery and sound are one of, if not the, crowning achievement here. Unless you're numb to this sort of film, you can only shutter and gasp at the horror depicted here, and it's done well - too well. Frankly, I just couldn't watch anymore of this because it's just too raw, and splays Dante's hellish imagination into your face.

DIRECTING: Fincher is one of the best directors on the globe when you look at his resume: ""Alien,"" ""The Game,"" ""Panic Room,"" ""Fight Club,"" ""Zodiac,"" and of course ""Seven."" They're all gritty, dark, scary movies that show exceptional directing talent.

What's highly unusual is that he directed only short film, and then bang! - he directs ""Alien."" Very impressed.

A note on the writer: this guy hasn't done a lot, but his penchant is towards the dark side of things. Well-crafted story, but far too sick for my ethics.

Overall, this is a very good film as film-making goes. I simply can no longer tolerate these stories, and the perversion they express as a form of entertainment. (Frankly, if this is ""entertainment"" ... we are so f*ucked as a species.)",8
10 February 2013,Fantastic!,"Detective Lt. William Somerset (Morgan Freeman) is about to retire. He is teamed up with a young new detective David Mills (Brad Pitt). Together they try to find a serial killer who uses the seven deadly sins as his M.O. Meanwhile Mills' wife Tracy (Gwyneth Paltrow) fears for her husband's life and is very depressed.

Dark and depressing but just fascinating. Director David Fincher shots the entire film in dim light and shoves the victims mutilated bodies in our face. The grimness of the tone wears you down but that's appropriate considering the subject matter. No humor either. It all leads to a truly harrowing ending. There was supposed to be a happy ending but they (wisely) chose not to do it. Freeman and Pitt work very well together and both give excellent performances. I even thought Paltrow (who I hate) was good! Kevin Spacey is very good too in a small role.

If you have trouble with blood, gore and disturbing subject matter stay far away from this movie. But if you can handle that, watch this one. It's depressing and unpleasant but riveting.",10
12 April 2007,"Woah, that hit me hard, OUTSTANDING","I just watched Se7en, which stars Morgan Freeman, Brad Pitt and Kevin Spacey and I was gob smacked at how well crafted the storyline and ending are. Somerset (Freeman) and Mills (Pitt) are searching for a man only known as 'John Doe,' he is killing and preaching at the same time by killing people based on the Seven Deadly sins, Sloth, Gluttony, Envy, Greed, Lust, Wrath and Pride as his motive. Somerset takes this case as his last one before he calls it the quits and Mills is a new detective, who doesn't usually listen to the much more experienced Somerset. The story unfolds with the detectives trying to track this killer after he is toying with the police leaving no fingerprints and hardly any clues of any kind. I won't tell anymore but there's not many dull moments and the ending is like no other I've ever seen. From the director of Fight Club another great storyline and twist at the end, even though Fight Club is exceedingly more violent than Se7en, they are both made the same way and both have such great acting and story lines, that this movie cannot be passed over. Very Highly recommended and I would give it 9/10.",9
9 January 2020,A brilliantly twisted crime-thriller,"A brilliantly twisted crime-thriller about two detectives solving a series of murders. Great acting from Freeman, Pitt and the killer. It's one of those movies where the crescendo comes literally 2 minutes before the credits roll, and it's a beautiful thing... it leaves you awestruck by what just happened, and as you walk out of the cinema back to your car, you're still thinking about the movie, trying to make sense of it all.
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
1 January 2021,The Master of Killing,"A real masterpiece. Even after more than 20 years. And perhaps one of the best film endings in history.
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
5 February 2006,A Pound of Flesh - and much more not less,"This picture wants a piece of all of us and it gets it. It's relentless in what it depicts and I think it's one of those cases when the overall result somehow surpasses the original intent of the filmmakers, however great that intent was. It's an unflattering depiction of our society, a picture of the world which happens to be the point of view of a serial killer. His world is dark, but made so by the so-called human beings infesting it - all the banality, the apathy, the self-interest of our species is on full display here. The city in this film is in a state of perpetual decay; all we seem to see are rotting walls and buildings on the verge of crumbling. But this is just a surface corrosion, a reflection of what really ails all of us, which is the corruption of our souls. The serial killer is just a natural extension of society here. It comes as no surprise that he exists. We've made our hell on Earth and the killer is just one of the elements existing to fall neatly into place in the center of it all.

Under the guise of a police procedural, director Fincher and the screenwriter unveil this grim world for us. This was not a reworked draft which fell into the common pitfalls of a standard chase at the end or a last minute rescue. No, none of that same old Hollywood stuff here. The nasty foreboding probably surfaces around the time we get to know a little about young detective Mills (Pitt) and his pretty wife (Paltrow), through the eyes of hardened veteran detective Somerset (Freeman). It's hinted that the young couple have recently moved into the big city from a more rural area, into the typical squalid apartment lifestyle prevalent in this grimy city. Maybe some alarm bells go off in the back of the audience's mind by this point: we don't think this couple should be in this city. What in the blazes are they really doing in this hellhole? Why didn't they stay where they belonged, close by that high school where they met? Pitt is pretty good as the less experienced cop, not too intelligent but struggling anxiously to be in the big leagues. He does OK, but the film belongs to Freeman, who cannot strike a wrong note as the older weary policeman. This becomes the essential Freeman role, that of a man who perhaps has seen too much in his lifetime, but his keen intelligence cannot allow him to simply give up and throw in the towel, no matter how close he gets to that point. Freeman manages to convey a poetic disposition towards decency and civilization, as with most of his roles, but it's never more effective than here, when the entire world assails him with barbarism and anarchy.

It's little surprise that much of the style of this film was copied over the next few years, including even the unusual credits sequence. The bulk of the film details the serial killer's masterpiece of murder, a pattern following the seven deadly sins. While interesting in itself and grisly in the depiction of murder as an artistic creation, we realize by the climax that it was all simply a preparation for the truly horrific crowning achievement of killer John Doe's final act. It's a shock at the end which still sends shivers down my spine no matter how many times I watch it. Perhaps meant for repeat viewings after the initial shock, the film serves to remind us we live (or just exist) in that chaotic charnel house we usually try not to think about. When all the surface gloss is peeled away and we gaze with unfiltered eyes at the unpleasant truth laid bare before us, we see John Doe smirking at us, holding a box.",10
12 April 2022,Great thriller but with plotholes,"Detective Lt. William Somerset (Morgan Freeman) is about to retire. He is teamed up with a young new detective David Mills (Brad Pitt). Together they try to find a serial killer who uses the seven deadly sins as his M.O. Meanwhile Mills' wife Tracy (Gwyneth Paltrow) fears for her husband's life and is very depressed.

Dark and depressing but just fascinating. Director David Fincher shots the entire film in dim light and shoves the victims mutilated bodies in our face. The grimness of the tone wears you down but that's appropriate considering the subject matter. No humor either. It all leads to a truly harrowing ending. There was supposed to be a happy ending but they (wisely) chose not to do it. Freeman and Pitt work very well together and both give excellent performances. I even thought Paltrow (who I hate) was good! Kevin Spacey is very good too in a small role.

If you have trouble with blood, gore and disturbing subject matter stay far away from this movie. But if you can handle that, watch this one. It's depressing and unpleasant but riveting.",8
9 August 2009,Dark and Provocative Thriller,"In ""Seven,"" it's always raining. Some parts take place in daylight, but the world is dark, gloomy, and decrepit. And this makes for a dark and disturbing thriller.

Detective William Somerset (Morgan Freeman) is trying to finish up his last week before he retires. To that end, he shows his replacement, Detective David Mills (Brad Pitt). But before introductions are over, they are facing a brilliant killer with a diabolical plan.

David Fincher is known for his visually arresting and atmospheric films, and ""Seven"" is no different. This is a film that is drenched in atmosphere and menace. From the first frame, it is clear that this will not be a happy movie, but one filled with violence and menace. But for all the effort that goes into the film's look, it's not that involving. And that is the film's biggest problem. ""Seven"" is still a good film, containing many moments of genuine suspense, and it's always engaging.

In murder mysteries, the protagonists are usually stock characters, leaving the only real acting to the villain. Not so here. Mills and Somerset are clearly different, and Pitt and Freeman are up to the task of making them seem different. Somerset is quiet, reflective and patient. Mills is the exact opposite: arrogant, hyper and quick to action. He only wants the answers, but not the context to understand the kind of person he's pursuing. Gwyneth Paltrow is largely wasted, but she makes full use of what she's given.

Many thrillers have unexpected plot twists, and ""Seven"" is no different. DO NOT, under ANY circumstances, allow anyone to reveal the last 20 minutes to you. The film's ending is one of the greatest twist endings in film history.

""Seven"" is a unique thriller, and a pretty good one at that. But it could have been a lot more.",8
7 November 2014,'Se7en' (1995) brings the horror down to earth,"Horror films often pertain to the supernatural, but what's even more frightening is realism. David Fincher's 1995 thriller ""Se7en"" provides a grounded tense race to catch a serial killer. Slow moving, gritty, and disturbingly plausible, it's a great break from the sequel-ridden franchises filled with villains who won't stay dead.

In an unusual pairing, seasoned Detective William Somerset (Morgan Freeman) teams with newcomer Det. David Mills (Brad Pitt). The two are polar opposites: Somerset is near retirement, and hardened by his years on the force, whereas Mills brings an upbeat enthusiasm. The partners investigate a string of grisly murders, which they discover are based on the seven deadly sins: greed, gluttony, pride, wrath, envy, sloth, and lust.

Several elements complete the terrifying portrait ""Se7en"" paints. Visually, there are graphic murders, but moreover sadistic and methodical killings. During their investigation, Mills and Somerset reveal that the killer, John Doe (Kevin Spacey), has been planning his attacks for over a year. There's also the stark realism. Unlike pure evil entities like Michael Myers, Doe actually has justification for his crimes, albeit lunatic ravings, but he nonetheless attempts to rationalize his actions. Additionally, Doe doesn't strike in dreams, has no distinguishing traits, and is relatively average, except for the whole psycho killer thing.

Rounding out the haunting genius of Fincher's film is a disturbing, and completely unforeseen ending. No spoilers, but suffice it to say you'll have to pick your jaw up off the floor. ""Se7en"" scares through mimicking the profiles of actual serial killers, rather than relying on paranormal villains. There's a thought-provoking theme of manipulating religion to validate one's own actions and beliefs, a relevant and adaptable topic. A thrilling scramble, ""Se7en"" is an unconventional horror flick with the biggest blow arriving just before the screen fades to black.

-- Mitchell ""Moe"" Long http://www.examiner.com/movies-in-durham/mitchell- moe-long",8
21 April 2020,One of my favorites and one od the greatest od all time,"Seven is a movie that made Fincher break into the Hollywood elite and become a top director. But it was not easy to come by. Before that, he only recorded music videos and then got the dream opportunity, to shoot Alien 3, continuing the great franchise and succeeding two legendary directors: Ridley Scott and James Cameron. However, he did not get his hands free for the movie, his studio got too involved in his work and failed to make the movie as he had imagined it. Fortunately for him, but also for us movie lovers, the movie Seven shot the way he envisioned it and as a result we got one of the best thrillers of the 90s. In this film, we see the director's clear signature, and he uses it in almost every subsequent movie, which is an atmosphere and an unexpected twist. The shop takes place in a nameless city, the atmosphere is gloomy, pessimistic, dark, the rain is constantly falling and the sun is not visible at all. The city is a complete replica of this kind of weather, this is a city where a woman is taught to shout a fire not help, where a robber stabs a victim in both eyes after a robbery, as we learn from the conversation of the protagonist. The lead roles are interpreted by the brilliant duo Freeman and Pitt as two detectives who are complete opposites. The first is an experienced elderly detective with no family, just before he retires and wants to leave this city. The other is a younger detective, married, confident and just moving out of a smaller town. What is one last case before retirement, the other is the first case in a new city. This is a very difficult, complicated and brutal case. We have a serial killer who tortures and kills a new victim every day who is associated with one of the 7 deadly sins. The killings are extremely bloody and brutal, in addition to the visual imagery, also later when describing their torture. The only breath of positive or optimism in the entire film is in the character of a younger detective's wife. Fincher does one brilliant thing, there is no actor in the opening credits who plays the main villain, and we only get to know him after a good hour and a half of film time. In my humble and subjective opinion, all three actors have achieved one of the best roles in their film oeuvre, and given that all three top actors say so much.

When this movie just came out it didn't quite get the top reviews, the reason lies in the violence in the movie and the bizarre murders. Obviously, it took a certain number of years for this film to sit down and today this film deservedly bears the cult adjective. I also have to pay tribute to director Fincher who completed the hattrick, making three perfect films in a row that only a few directors can boast. Two years after this movie, The Game, his most underrated film, is released, and then two years after that Fight Club, his perhaps best known movie, is released.

Seven is one of my favorite and best movies in general, not just a thriller and of course it gets a clean ten from me.",10
5 August 1998,Great story,"An extremely well written and directed movie starring Brad Pitt, Morgan Freeman, and Kevin Spacey. About a veteran homicide cop(Freeman) and his new partner(Pitt) who just transferred to the department. The killer (Spacey) kills people for comitting the seven deadly sins. Then would write the persons sin on the scene of the crime with the persons blood or some other item. That's all I can give away, it's a really good movie that I advise you to go see.
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",8
9 September 2023,Masterpiece,"Sure! ""Se7en"" is an intense and gripping thriller that keeps you on the edge of your seat from start to finish. With its dark and atmospheric setting, the movie creates a sense of unease that lingers throughout. The performances by Brad Pitt and Morgan Freeman are outstanding, bringing depth and complexity to their characters. The plot is cleverly crafted, taking you on a twisted journey as the detectives hunt down a serial killer who uses the seven deadly sins as inspiration for his murders. The cinematography and direction are top-notch, adding to the overall suspense and tension. While the movie is undoubtedly disturbing at times, it's also thought-provoking and leaves a lasting impact. I highly recommend ""Se7en"" for its thrilling storyline, strong performances, and its ability to keep you guessing until the very end. It's definitely a must-watch for fans of crime thrillers. 9/10!
0 out of 0 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
